title,url,synopsis,genre,country,year
더 클럽,https://pedia.watcha.com/ko-KR/contents/md6Y8Xy,"해안가 외딴 집엔 한 명의 수녀와 여러 명의 수상한 신부들이 함께 살고 있다. 일체의 기도를 하지 않는 이들 앞에 새로운 신부가 나타나자 의문의 살인사건이 발생하고, 가톨릭교회는 조사원을 파견하기에 이른다. [제17회 전주국제영화제]",드라마/미스터리/스릴러,칠레,2015
그랜드 부다페스트 호텔,https://pedia.watcha.com/ko-KR/contents/mWyXDK5,"1927년 세계대전이 한창이던 어느 날, 세계 최고 부호 ‘마담 D.(틸다 스윈튼)’가 ‘그랜드 부다페스트 호텔’에 다녀간 지 얼마 지나지 않아 의문의 살인을 당한다. 그녀는 유언을 통해 가문 대대로 내려오던 명화 ‘사과를 든 소년’을 전설적인 호텔 지배인이자 연인 ‘구스타브(랄프 파인즈)’ 앞으로 남긴다. 마담 D.의 유산을 노리고 있던 그의 아들 ‘드미트리(애드리언 브로디)’는 구스타브를 졸지에 유력한 용의자로 지목하게 되고, 구스타브는 충실한 호텔 로비보이 ‘제로(토리 레볼로리)’와 함께 누명을 벗기기 위한 기상천외한 모험을 시작한다. 한편, 드미트리는 그녀의 유품과 함께 ‘그랜드 부다페스트 호텔’까지 차지하기 위해 무자비한 킬러 ‘조플링(윌렘 대포)’를 고용하기에 이르는데...",드라마/코미디/모험,"독일, 미국, 영국",2014
어느 남편의 부인 살리기,https://pedia.watcha.com/ko-KR/contents/mdEjzV5,"인종주의와 가난, 엄격한 관료주의로 얼룩진 현대 유럽의 불평등에 관한 보고서. 발칸 반도에 사는 한 집시 출신 남자의 아내가 유산을 하고 병원치료를 받아야 할 상황에 처한다. 의료보험이 없어 감당할 수 없는 액수의 병원비가 나오자 그는 극단적인 결정을 내린다. [제18회 부산국제영화제]",드라마,"보스니아 헤르체고비나, 프랑스, 슬로베니아, 이탈리아",2013
바람처럼,https://pedia.watcha.com/ko-KR/contents/mOkBEJW,목숨을 위협할 정도의 사건들이 쉽게 감지될 정도로 고조되는 분위기 속에서 폭력적인 인종차별주의에서 탈출하고자 하는 한 집시가족의 이야기. 헝가리에서 한 해에 여덟 명이 목숨을 잃은 연쇄 살인 사건에 근거를 두었다. (제17회 부산국제영화제),드라마,"헝가리, 독일, 프랑스",2012
토리노의 말,https://pedia.watcha.com/ko-KR/contents/mWywwNd,"1889년 토리노. 니체는 마부의 채찍질에도 꿈쩍 않는 말에게 달려가 목에 팔을 감으며 흐느낀다. 그 후 니체는 ‘어머니 저는 바보였어요’라는 마지막 말을 웅얼거리고, 10년간 식물인간에 가까운 삶을 살다가 세상을 떠난다. 어느 시골 마을. 마부와 그의 딸 그리고 늙은 말이 함께 살고 있다. 밖에서는 거센 폭풍이 불어오고 매일매일 되풀이되는 단조로운 일상 속에 아주 조금씩 작은 변화가 생기기 시작하는데…",드라마,"헝가리, 독일, 미국, 스위스, 프랑스",2011
휘파람을 불고 싶다,https://pedia.watcha.com/ko-KR/contents/mObBgaO,"비행 소년 실비우는 소년원에 수감 중이다. 출소를 5일 앞두고, 오랫동안 사라졌던 어머니가 나타나 남동생을 데려가려고 한다. 평소 동생을 친아들처럼 아껴왔던 실비우에게 남은 5일은 길게만 느껴진다. 마침내 실비우는 소년원을 탈출하고 바깥 세상의 자유를 맛보게 된다. (2010년 제15회 부산국제영화제)",드라마,"루마니아, 스웨덴, 독일",2010
자이언트,https://pedia.watcha.com/ko-KR/contents/mdBrGAd,슈퍼마켓�에서 일하는 경비원이 한 여성에게 강한 집착을 보이면서 일어나는 이야기.,드라마,"우루과이, 아르헨티나, 독일, 스페인, 네덜란드",2009
에브리원 엘스,https://pedia.watcha.com/ko-KR/contents/mOoNnZW,"겉으로 보기에 크리스와지티는 서로 사랑에 빠진 완벽한 커플이다. 사르디니아의 별장에서 즐거운 휴가를 보내는 두 사람은 그러나 은밀하게 지키는 예의와 어리석은 듯 느껴지는 관습들로 둘 사이의 모호한 긴장감을 감추고 있다. 이들의 관계는 그들보다 더 행복하고 성공한 삶을 살고 있을 뿐만 아니라 현대적인 젠더 역할의 산 증인처럼 보이는 또 다른 커플을 우연히 만나면서 삐걱거리기 시작한다. 영화제 소개글. 자유로운 개인이 커플이 되어 꿈같은 휴양지에서 둘이서 꼭꼭 숨어 휴가를 즐긴다면? <에브리원 엘스>의 주인공들인 크리스와 기티는 표면적으로 그들의 사르디니아 휴양지에서 완벽하고 지고지순한 사랑의 행복에 빠져있다. 하지만 그들이 즐겁게 장난치며 노는 유희 가운데에는 비밀스러운 제의와 어리석은 습관들과는 모순되게 잠재적인 긴장이 병존한다. 활기 가득 찬 개성 있는 기티가 그녀의 남자 크리스에 대한 사랑과 헌신을 표현하는 데 두려움이 없다면, 크리스는 개인적이고 직업적인 불안감으로 삶의 변화에 유보적이다. 그들이 우연히 세속적이고 현대적인 성별역할을 그럴듯하게 더 잘 해내는 것처럼 보이는, 명백히 더 행복하고 더 성공한 또다른 커플을 만날 때 그들의 불안정한 정서와 상태는 제 모습을 드러낸다. 영화는 욕망, 비밀, 요구, 권력 투쟁과 제의의 매우 혼란스러운 그물망을 통해 미묘하게 유머러스하고 잔인할 정도로 소심한, 그들 자신의 정체성을 찾고자 하는 한 커플의 모순적인 욕망을 따라간다. 관계 그 자체에 깊이 빠져든 상세한 사랑이야기인 이 작품은 사랑에 대한 신화와 모델이 변화무쌍하게 출몰하는 모든 세대의 정서적인 혼란을 반영한다. 모방과 혼돈, 자신과의 싸움 등 연애의 막다른 골목에 맞닥뜨린 커플이 새롭게 발전된 페르소나와 함께 그들 자신과 서로를 발견하고 그밖에 다른 모든 이들처럼 행복해질 두 번째 기회를 과연 얻게 될 것인가? 아직도 자신을 드러내는 게 두려운 이들이 어떤 관계를 시작할 때, 두 사람이 형성하게 되는 이 새롭게 창조된 미묘하고 독특한 실재에 카메라 렌즈를 맞춘 독일 여성 감독 마렌 아데는 이 영화로 베를린국제영화제 은곰상을 수상했으며 주연배우인 버지트 미니쉬메이어는 여우주연상을 받았다. (변재란)",드라마/로맨스,독일,2009
S.O.P: 관리운용규정,https://pedia.watcha.com/ko-KR/contents/m5xXgb5,이라크내 아부 그라이브 수용소에서 벌어진 미군의 수감자 학대를 다룬 다큐멘터리,다큐멘터리/범죄/전쟁,미국,2008
타인,https://pedia.watcha.com/ko-KR/contents/mWymoMW,"평범한 사업가로 늘 평범한 출장을 다니는 후안 데우소사는 평소와 다를 것 없는 출장 길에서, 옆 좌석 남자가 갑자기 죽은 것을 발견한다. 이로서 출장은 이전과는 다른 여행길이 된다. 죽은 남자의 신원을 사용해 새로운 직업, 새로운 집, 새로운 삶을 가지게 된 것이다. 이제 후안은 자신이 누구인지, 자신에게 주어진 이 시간에 무엇을 할 것인지 찾아가기 시작하며, 바로 이것이 감독 로테르의 작품에 새겨진 각인과도 같은 주제이다. 진정 새롭게 다시 시작할 수 있는 기회를 맞은 후안은 이제 자신의 예전 삶으로 돌아갈 지를 결정해야 하는 상황에 놓인다. (제12회 부산국제영화제)",드라마,"프랑스, 아르헨티나, 독일",2007
엔 소프,https://pedia.watcha.com/ko-KR/contents/m5Dv63O,"새 아파트로 이사온 샤를로테는 이웃에 사는 트렌스젠더 베로니카와 만나게 된다. 처음엔 서로 냉담하게 대하지만 두 사람은 점차 친해지고, 결국 둘 사이엔 로맨틱한 긴장이 감돌게 된다. 영화의 제목 <소프>는 베로니카가 열광적으로 보는 미국 TV 연속극을 가리키는 동시에 소프 오페라처럼 서스펜스와 반복으로 이루어진 영화의 스타일을 의미한다. 감정의 혼란을 겪는 두 인물을 통찰력 있고 유머러스하게 그린 작품. 2006 베를린영화제 심사위원대상.",코미디/드라마,"덴마크, 스웨덴",2006
오프사이드,https://pedia.watcha.com/ko-KR/contents/mdKvPYO,"월드컵 16강 진출을 결정할 이란과 바레인의 예선 마지막 경기. 이란의 모든 남자들은 하나가 되어 열에 달떠있지만, 뜨거운 열기로 가득한 경기장밖에서 발만 동동구르는 사람들이 있다. 바로 이란의 여자 축구팬들. 세상 무엇보다 좋아하는 축구지만, 여성은 경기장안에 들어갈 수 없는 이란에서 그녀들의 축구사랑은 서글프다. 목숨을 건 사투 못지않은 나름의 필살기로 그녀들은 경기장안에 잠입하기 위한 불가능한 작전을 시작한다~! 경기가 시작되기도 전에 군인들에게 잡히고만 소녀들. 경기장바깥에 임시로 만들어진 약식 구치소에 감금된다. 소녀들은 직접 볼 수 없는 경기의 응원소리와 환호소리를 견뎌야 하는 신종고문에 시달리고, 더욱 가혹하게도 축구에 대해 아는 것이라곤 없는 어리버리한 병사의 중��계를 들으며 마음을 달래야 한다. 그러나 그녀들은 포기하지 않는다. 경기를 보기 위해서라면, 가능한 모든 트릭을 서슴지 않는 그들. 새로운 작전으로 탈출을 시도하는데..",코미디/드라마/스포츠,이란,2006
공작,https://pedia.watcha.com/ko-KR/contents/m5romVW,"1970년대 후반은 문화대혁명이 끝나고 아직도 중국정세가 어수선한 시기이다. 혼돈 속에서 갓 헤어나 희망은 구름처럼 젊은이들의 가슴에 피어나지만 마을 어느 한구석도 정리된 것은 없고 매사가 어수선하기만 하다. 중국 전체가 엄청난 변화를 겪은 후유증에 시달리는 시기가 이 영화의 배경이다. 이 영화는 중국북방에 살고 있는 5인 가족의 평범한 일상을 사실적으로 보여 준다. 이상주의자지만 저돌적인 20대 초반의 여주인공(??初 분)과 부모의 보호에서 겨우 살아가는 24살의 저능아 오빠, 심약하지만 예민한 17세 청소년은 하루하루를 힘겹게 살아간다. 마치 3부작을 엮어가듯 이 형제들의 생활을 마치 시골길 완행열차가 달리듯 보여 주지만 관객은 평탄한 마음으로 일어설 수가 없다. 제55회 베를린 영화제 심사위원대상(은곰상). (광주국제영화제)",드라마,중국,2005
잃어버린 포옹,https://pedia.watcha.com/ko-KR/contents/m5Zqj6d,남미의 비참한 현실을 고발하는 영화. 베를린 영화제 우수작품상인 심사위원단 은곰상 수상. 아리엘이 살고있는 곳은 부에노스 아이레스의 한 쇼핑단지. 이곳에서 아리엘의 어머니는 속옷가게를 운영하고 그의 형은 오퍼상을 한다. 때때로 불안이 엄습해오긴 하지만 대체로 평안한 삶을 사는 아리엘. 아리엘을 제외한 이곳 사람들은 대부분 외국 여권을 얻어 이곳을 탈출하기 위해 자신의 가계 중에 어디 외국인이 없나 만을 골똘히 연구하며 살아간다. 그러나 아리엘의 가장 큰 소망은 어느날 갑자기 사라져버린 아버지에 대한 진실을 알게 되는 것이다. 마침내 아버지가 돌아오고 그는 아리엘에게 새로운 진실을 알려준다. 그리고 이제는 어른이 된 아들에게 오랫동안 하지 못했던 깊은 포옹을 한다.,코미디,"아르헨티나, 프랑스, 이탈리아, 스페인",2004
어댑테이션,https://pedia.watcha.com/ko-KR/contents/mnWJGQO,"“네 멋대로 써라!!” 한 순간의 교통 사고로 가족을 모두 잃고 태풍으로 온실과 집마저 날아가버린 파란만장한 인생의 존 라로쉬. 집도 절도 없이 이곳 저곳을 떠돌아 다니며 신비의 난초를 찾는다. 그는 드디어 인디언들과 함께 캘리포니아 늪 지대에서 드디어 ‘유령 난초’를 찾는 데 성공하지만, 자연보호법 위반으로 재판을 받게 된다. 그의 특이한 이력에 관심을 갖게 된 저널리스트 수잔 올리언은 존에게 접근하고, 난초에 대한 그의 열정에 감명을 받는다. 기승전결도, 확실한 사건의 전개도 없는 소설의 각색에 고심하는 찰리에게 시나리오 작가가 되겠다며 찰리를 찾아온 쌍둥이 동생 도널드는 또 다른 골칫거리. 헐리웃의 흥행공식에 들어맞는 스릴러를 완성한 도널드는 일약 떠오르는 신인 작가의 반열에 오른다. ‘난초 도둑’과 도널드라는 두 가지 고민을 안고 있던 찰리는 결국 도널드의 충고대로 뉴욕에 살고 있는 소설의 원작자 수잔 올리언을 찾아간다. 하지만 소심한 찰리는 수잔에게 인사도 건네지 못하고 돌아선다. 찰리의 소심함을 보다 못한 도널드는 결국 뉴욕까지 날아와서 찰리인 척 하고 수잔 올리언을 찾아간다. 수잔을 인터뷰하던 도널드는 너무나 의례적이고 형식적인 수잔의 답변에서 뭔가 이상한 낌새를 눈치챈다. 수잔의 집을 몰래 관찰하던 찰리와 도널드는 수잔이 책의 주인공인 존 라로쉬와 내연의 관계임을 알게 되고, 둘을 추적한다. 그리고 서서히 밝혀지는 엄청난 비밀… 찰리와 도널드에게 비밀을 들킨 수잔과 존은 결국 둘을 죽이기로 하고 목숨을 건 한 밤의 대 추적이 벌어진다. 서서히 새벽은 다가오고 궁지에 몰린 두 시나리오 작가에게 남은 선택은…",코미디/드라마,미국,2002
그릴 포인트,https://pedia.watcha.com/ko-KR/contents/mW4Bzgd,"30대 후반의 라디오 호스트인 크리스와 그의 두 번째 아내인 카트린은 더 이상 집에서나 밖에서나 서로에게 할 말이 없다. 하지만 변화를 찾아 헤매던 크리스가 불륜을 저지르다 들켜버리게 되자 그들의 무료한 삶은 흔들리고, 이 사건을 계기로 그들은 자신의 삶에 대해 질문하기 시작한다. 60만 유로의 저예산으로 제작된 작품으로 소수의 연기자들과 촬영 스태프가 참가했고, 다큐멘터리적 요소들과 즉흥성을 강조하는 안드레아스 드레센의 연출 스타일이 돋보인다.",코미디/드라마,독일,2002
북경 자전거,https://pedia.watcha.com/ko-KR/contents/myWqzlO,"때묻지 않은 순수함과 성실함을 갖고있는 열 일곱 살 소년 '구웨이'. 그는 어려운 가정 환경 때문에 고등학교에 진학하는 대신 베이징에 자리를 잡고 물품 배달원으로 직업을 구한다. '구웨이'는 배달 일을 하기 위해 회사로부터 600위안 짜리 실버 자전거를 대여 받게 되고 그 자전거는 순수한 '구웨이'의 마음을 설레게 한다. 결국 돈을 벌어 그 자전거를 자신의 것으로 만들 결심을 한 '구웨이'는 손님들의 불평 불만과 주위의 좋지 않은 시선에도 자신의 일을 꿋꿋이 해 나간다. 갖은 고생을 해 가며 그가 600위안을 거의 모았을 무렵, '구웨이'는 그만 그토록 사랑하던 자전거를 도둑맞게 된다. 결국 베이징 전체를 뒤져가며 자전거를 찾아 나선 '구웨이'는 드디어 어떤 소년이 그 자신의 자전거를 타고 다니는 것을 목격하게 되지만 항상 친구들과 몰려다니는 불량스러운 그 소년에게 아무 말도 못한 채 고민만 하게 된다. 베이징 도시의 뒷골목에 살고있는 고등학생 '지안' 그는 행복하지 못한 가정환경 때문에 삐뚤어진 생활을 한다. 나쁜 친구들과 어울려 다니며 싸움질도 하는 그가 유일하게 좋아하는 것은 귀엽고 깜찍한 여고생 '지아오'와 그리고, 얼마 전 얻게 된 실버자전거이다. 자다가도 일어나 자전거를 볼 정도로 자전거를 사랑하는 '지안'은 '지아오'와 산책하던 도중 누군가가 자신의 자전거를 훔치고 있는 것을 목격하는데. 친구들을 불러 그 도둑을 추격한 '지안'은 결국 도둑을 잡아 두들겨 팬 후 자전거를 되찾는다. 피투성이가 되어 그 자전거가 원래 자신의 것이라고 주장하는 도둑 '구웨이'를 뒤로한 채 친구들과 유유히 돌아가는 '지안'. 도둑으로 몰린 '구웨이'는 포기하지 않고 자전거를 되찾기 위해 계속 '지안'주위를 배회하는데. 하나의 실버자전거를 둘러싼 그들의 싸움은 계속되고 그 사이 그 둘에겐 묘한 우정이 생기게 된다. 어쩔 수 없이 '구웨이'와 '지안'은 하나의 자전거를 서로 공유하는 방법을 터득해야만 하는데.",드라마,"프랑스, 대만, 중국",2001
집으로 가는 길,https://pedia.watcha.com/ko-KR/contents/mWpJmad,"도시에서 사업을 하는 루오 유셍은 평생을 한 곳에서 교사로 지내시다가 돌아가신 아버지의 장례식을 치르기 위해 고향으로 돌아온다. 그는 전통 장례를 고집하는 어머니의 부탁에 고심하다 부모님의 순수하고 아름다웠던 그 시절을 회상한다. 처음 사랑을 느끼고, 그 사랑에 잠 못 이루던 수많은 밤, 그와 우연이라도 마주치게 된다면하는 바람으로 시간을 보내던 그 시절. 머리핀을 찾으러 며칠을 자신이 뛰어갔던 그 길을 찾아다니던 그녀는 흙 속에서 반짝이는 머리핀을 발견하는데. 눈발 흩날리는 길을 따라 길게 늘어선 사람들의 행렬은 '죽은 자가 집으로 오는 길을 잊지 말고 기억하라'는 의미와 함께 눈물이 핑 돌만큼 아름다운 여운을 선사한다.",드라마/역사/로맨스,중국,1999
미후네,https://pedia.watcha.com/ko-KR/contents/m5eZkLW,"크라이스텐은 덴마크의 남쪽 섬 출신이지만, 코펜하겐으로 와서 직장도 잡고, 회사 사장 딸과 결혼식을 막 올린, 안정된 미래가 보장된 청년이다. 어느 날 갑자기 그에게 아버지가 돌아가셨다는 전화가 걸려오고, 오랫동안 잊고 살았던 가족을 찾아 시골 농장으로 떠나게 된다. 홀로 남은 정신지체 장애인인 형 루드를 혼자 둘 수 없게 된 크라이스텐은, 형을 돌보며 집안 일을 해 줄 사람을 찾아 신문에 구인 광고를 내게 된다. 코펜하겐에서 고급 콜걸로 일하면서 지친 나날을 보내고 있는 리바는 스토커의 음란전화에 시달리기 시작한다. 지긋지긋한 직업과 끈질긴 스토킹으로부터 벗어나고만 싶은 리바는 가정부를 구하는 신문광고를 보고 농장으로 떠날 결심을 한다. 학�교에서 퇴학당한 리바의 말썽쟁이 남동생 비야크까지 농장에 합류하면서 크라이스텐, 리바, 루드, 비야크, 이렇게 네 사람의 동거가 시작된다. 겉으로는 아무렇지 않은 척 하지만 각자 말 못할 비밀과 깊은 슬픔을 지니고 있는 네 사람 사이에는 평범하지 않은 우정과 예기치 못한 애정이 조금씩 싹트기 시작하는데…",로맨틱 코미디/드라마,"덴마크, 스웨덴",1999
왝 더 독,https://pedia.watcha.com/ko-KR/contents/mYdENg5,대통령 선거일을 며칠 앞두고 대통령의 성희롱 사건이 터진다. 이 일로 재선이 어렵게 되자 백악관은 정치 문제 해결사인 브린(로버트 드 니로)의 도움을 청한다. 브린은 언론과 여론의 관심을 다른 데로 돌리기 위해 알바니아와의 가상전쟁을 꾸민다. 가상 전쟁 장면 구성상의 필요 때문에 브린은 할리우드의 유명한 제작자 모스(더스틴 호프만)를 찾아간다. 모스의 도움으로 최첨단 컴퓨터 기술을 동원해 제작한 전쟁 장면을 만들어내 언론에 뿌린다. 이 일로 성희롱 사건은 잠잠해진다. 하지만 곧 반대 후보 진영과 CIA의 전략으로 전쟁이 끝난 것으로 보도가 되자마자 다시 성희롱 사건이 불거진다. 브린과 모스는 다시 책략을 꾸미는데...,코미디/드라마,미국,1997
하류,https://pedia.watcha.com/ko-KR/contents/mY5Q2JW,"샤오강(이강생)은 부모와 함께 타이페이의 아파트에서 살고 있다. 포르노 비디오업자를 애인으로 갖고 있는 어머니(시아오 링 루)는 집에 들어오면 방에 들어앉아 포르노 비디오만 본다. 퇴직 후 무료한 나날을 보내는 아버지(티엔 미아오)는 게이 사우나를 드나든다. 어느날 샤오강은 길에서 우연히 고교 동창 시앙키를 만나, 그녀가 일하는 영화촬영 현장에 놀러간다. 감독(안 위)은 샤오강에게 시체역을 부탁한다. 촬영이 끝난 후 샤오강은 한 소녀(시앙키 첸)와 섹스를 한다. 다음날 목에 심한 통증을 느낀 샤오강은 약도 발라보고 침도 맞아보지만 원인 모를 통증은 점점 심해만 간다. 그는 아버지의 손에 이끌려 심령술사의 치료를 받으러 태창시로 간다. 호텔에 묵는 동안 아버지는 게이 사우나를 찾아가고 샤오강도 같은 생각을 한다. 두 사람은 어두운 사우나에서 서로를 모른 채 관계를 맺는다. (이재훈)",드라마/로맨스,대만,1997
아름다운 청춘,https://pedia.watcha.com/ko-KR/contents/moW4GX5,"2차 세계대전 중인 1943년. 스웨덴의 작은 도시 말뫼의 한 고등학교. 크리스마스 휴일이 끝나고 새학기가 시작되는 첫날, 스틱(Stig: 요한 비더버그 분)은 새로 부임한 여교사 비올라(Viola: 마리카 라저카랜츠 분)와 세일즈맨인 남편 프랭크와 마주친다. 비올라와의 관계가 비정상적임을 깨달은 스틱은 자신을 짝사랑하던 또래 이웃 소녀와 풋풋한 사랑을 나누는 등 평범한 학생으로 돌아갈 결심을 한다. 하지만 자신을 멀리함을 느낀 비올라는 스틱과의 관계를 지속시키려는 여러가지 노력이 실패하자, 급기야 유급이라는 제재를 가한다. 또한 부모의 기대를 한 몸에 받을 뿐 아니라, 따르고 의지하던 형마저 잠수함 울프호의 침몰로 전사하자 스틱의 고뇌는 절정에 달한다. 17세 소년 스틱은 전쟁, 이루어 질 수 없는 사랑, 형의 죽음, 사춘기의 고뇌, 유급이라는 좌절 등을 겪으며 한층 성숙되어 간다.",드라마/로맨스/전쟁,"덴마크, 스웨덴",1995
스모크,https://pedia.watcha.com/ko-KR/contents/mObAQLW,"브룩클린의 한 담배 가게의 단골 손님인 소설가 폴(윌리엄 허트 분)을 축으로 이야기는 시작된다. 오기 렌(하비 케이틀 분)은 13년 동안 매일같이 아침마다 같은 장면만을 찍어 배경은 한결같고 인물만 다른 사진이 이젠 무려 4,000여 장이 되었다. 마치 자기가 영화 속의 주인공이라도 된 양 거짓 이름을 말하고 온갖 허풍을 다 떨어대는 라시드(해롤드 페리누 분). 음주운전으로 아내를 죽인 후 평생 그 죄책감에 쫓겨다니는 라시드의 생부 사일러스(포레스트 휘테이커 분). 18년만에 옛애인을 찾아와 사정을 하는 외눈 여인 루비(스톡커드 캐닝 분). 이들은 폴과 오기를 둘러싸고 풀리지 않는 실타래처럼 뒤엉켜 각자의 혹은 서로의 삶을 엮어나간다. 한편 오기는 18년 동안 보지 못했던 옛 애인 루비 맷넛을 만나게 되고 그로부터 둘사이에 딸이 있음알 알게된다. 그러나 오기는 그 말을 믿지 않고 그녀가 돈 때문에 그를 찾아왔다고 생각한다. 나중에 딸을 찾아간 오기는 그녀의 냉담한 반응에 실망하고 돌아온다.",코미디/드라마,"독일, 일본, 미국",1995
딸기와 초콜릿,https://pedia.watcha.com/ko-KR/contents/mWL4NNW,이 영화는 데이비드와 디에고라는 두 남자가 자신들의 정체성을 찾아가는 이야기이다. 데이비드는 하바나 대학에서 사회과학을 공부하고 게이인 디에고는 자신의 삶을 쿠바 문화에 헌신한다. 전자는 복잡한 인간관계에 열려있고 후자는 소수 커뮤니티 출신의 불리함을 극복하고 명성을 얻기 위해서 노력한다.,코미디/드라마/로맨스,"쿠바, 멕시코, 스페인, 미국",1993
아리조나 드림,https://pedia.watcha.com/ko-KR/contents/mP5mwAO,"뉴욕시에 거주하는 어류 연구원 액셀 블랙마의 흥미를 끄는 건 물고기가 어떻게 꿈을 꾸느냐 하는 것이다. 그러던 어느 날 액셀은 조카에게 캐딜락 대리점을 가업으로 물려주고 싶어하는, 삼촌 레오의 호출을 받게 된다. 물고기의 꿈에 매료되어 있던 액셀은 마지못해 고향으로 내려가, 삼촌이 젊은 여자와 결혼 준비를 하는 동안, 따분하게 차를 지켜보며 대리점을 돌본다. 어느날 액셀은 울음을 그치는 방법을 배우기 위해 삼촌과 결혼을 한다는 여자의 말을 듣는다.그러던 그는 어느 날 부유한 광산업주인 매력적인 미망인 엘레인과 그의 사이 나쁜 의붓딸 그레이스를 만나고 액셀과 엘레인은 금방 서로에게 호감을 갖게 된다. 그들이 사랑을 나누는 동안 그레이스는 아코디언으로 거북이에게 음악을 들려주고 있었고, 그레이스 역시 액셀에게 남다른 감정을 갖고 있다.영화는 이들의 얽히고 설킨 관계를 배경으로 날기를 원하는 엘레인과 자동차들로 피라밋을 쌓아 그 위에 올라가기를 꿈꾸는 레오, 자신을 날아다니는 물고기라고 여기며 가족들의 생계를 위해서 낚시와 사냥을 하는 에스키모인들과 같은 야생의 꿈을 꾸는 액셀 등, 하나 같이 날기를 원하는 몽상가들의 이야기를 몽환적이고 초현실적인 영상으로 그려내고 있다.",코미디/드라마/판타지/로맨스,"프랑스, 미국",1993
엠마와 부베의 사랑,https://pedia.watcha.com/ko-KR/contents/m5mzoDW,"부다페스트의 어느 학교에서 러시아어를 가르치며 교원 숙소에서 한방을 쓰는 엠마와 부베는 둘도 없는 친구 사이다. 소련의 붕괴 후, 러시아어 교사들은 당국으로부터 영어를 배워서 학생들을 가르치라는 지시를 받는다. 한편 엠마는 유부남인 학교 교장 스테파닉스와 불륜을 맺고 그에게서 벗어나지 못하고 자유분방한 부베는 더 나은 삶을 꿈꾸며 산다. 부베와 다른 여교사들은 엠마를 데리고 시내의 카페에 가서 외부 남자들과 술을 마시기도 하지만 엠마는 그런 자리에 어울리지 않고 빠져 나간다. 자신을 피하면서 놓아주지 않으려는 스테파닉스와 현실의 외로움을 그에게 도피함으로써 잊으려는 엠마는 위태로운 관계를 계속해 나간다. 그러던 어느날 숙소에 돌아온 엠마는 경찰로부터 부베가 매춘과 불법, 외화 및 마약 중개에 관련되어 체포됐다는 말을 듣는다. 경찰의 증인 심문과 스테파닉스의 추궁에 엠마는 더욱 절망한다. 두달 뒤, 숙소에 홀연히 나타난 부베는 건물 위에서 투신 자살을 한다. 학교를 그만두고 거리에서 신문 팔이로 전략한 엠마의 외침 소리가 더욱 애초로와진다.",드라마,"헝가리, 독일",1992
사탄,https://pedia.watcha.com/ko-KR/contents/m5nyA3d,m5nyA3d,스릴러,소련,1991
컨빅션,https://pedia.watcha.com/ko-KR/contents/md73P8d,"산드라(클레어 니보트)는 폐문 시간이 임박해서 박물관을 나오다가 박물관 어딘가 빠진 열쇠를 찾으러 되돌아 갔는데 문이 닫힌 것도 모르고 갇혀, 혼자 하룻밤을 박물관 안에서 보낸다. 무료한 시간을 보내기 위해, 박물관 안을 서성이던 산드라는 우연히 한 남자를 만나게 된다. 건축가인 그 남자는 산드라가 심취한 레오나르도 다빈치의 그림에 대해 일가견을 가지고 있는 인텔리였지만, 밤이 깊어감에 따라 남자의 본색을 드러내, 산드라를 유혹하여 육체관계를 갖는다. 날이 밝아, 건축가는 산드라를 밖으로 안내한다. 처음부터 건축가는 박물관의 출입문 열쇠를 갖고 있었던 것이다. 일상으로 돌아온 산드라는 열쇠를 가지고 있었으면서 자신을 밖으로 보내주지 않은 건축가를 강간죄로 고소하고 마는데..",드라마,"이탈리아, 프랑스, 스위스",1991
무기력 증후군,https://pedia.watcha.com/ko-KR/contents/md74RN5,"남편을 잃은 슬픔에 잠긴 나타샤는 홀로 도시를 떠돌며 종종 충동적인 행위를 한다. 한편 문학 교사인 니콜라이는 자신의 일은 물론 학생들, 나아가 사회에도 별 관심이 없다. 기면증까지 갖고 있는 그는 주위 사람들과는 다른 리듬으로 살아간다. 영화는 두 사람의 메마른 표정과 도시의 삭막한 풍경, 그리고 기묘한 사건을 제시하며 공산주의 체제 붕괴 이후 러시아 사회의 단면을 강렬한 이미지로 포착한다. 1990년 베를린영화제 은곰상 수상. [2019 한국시네마테크협의회 - 야성적 순수: 키라 무라토바 회고전]",드라마,소련,1989
만종,https://pedia.watcha.com/ko-KR/contents/mWL0ppW,mWL0ppW,드라마,중국,1989
